flybase_gene_id	gene_name	chromosome	start	end	gene_length
FBgn0037560	CR18228	3R	8260706	8261898	992
FBgn0010173	RPA1	3R	8262120	8264451	2135
FBgn0014861	Mcm2	3R	8264970	8267924	2898
FBgn0037561	CG9630	3R	8267943	8269896	1954
FBgn0037562	Nazo	3R	8287876	8288613	681
FBgn0037565	CG9626	3R	8293843	8300978	5570
FBgn0037566	mRpL1	3R	8301440	8302770	1220
FBgn0265351	nac	3R	8302686	8304023	1225
FBgn0265101	Sgt1	3R	8304190	8305274	1085
FBgn0037569	tex	3R	8307473	8308645	1063
FBgn0037570	CG11693	3R	8308881	8310778	1898
FBgn0037573	CG7483	3R	8313208	8314864	1481
FBgn0037574	Coq2	3R	8314784	8316543	1643
FBgn0062412	Ctr1B	3R	8317612	8319205	953
FBgn0040529	COX7A	3R	8339944	8341043	697
FBgn0004908	Arl2	3R	8341100	8341872	656
FBgn0037578	PNKP	3R	8341661	8343516	1856
FBgn0037579	COX7AL	3R	8343669	8344310	587
FBgn0037580	DppIII	3R	8344400	8347465	2613
FBgn0037581	CG7352	3R	8347579	8349296	1581
FBgn0261108	Atg13	3R	8349815	8352817	3003
FBgn0020249	stck	3R	8356978	8359964	1583
FBgn0037583	Veneno	3R	8359958	8362554	2146
FBgn0037584	CG7963	3R	8362826	8363894	1069
FBgn0266801	CG45263	3R	8364328	8477617	13576
FBgn0037592	CG11737	3R	8517868	8521378	2324
FBgn0051454	CG31454	3R	8521658	8523520	1736
FBgn0051259	CG31259	3R	8523944	8526667	2464
FBgn0051453	pch2	3R	8559540	8561764	2108
FBgn0051450	mRpS18A	3R	8561917	8562593	581
FBgn0051460	CG31460	3R	8562673	8563445	717
FBgn0266916	Cenp-C	3R	8564105	8569248	4682
FBgn0037601	Cyp313b1	3R	8643070	8645650	2138
FBgn0024326	Mkk4	3R	8646172	8650796	4110
FBgn0037602	SLIRP2	3R	8651084	8651493	410
FBgn0000447	Dhod	3R	8651391	8652916	1472
FBgn0037603	Sys1	3R	8652821	8653847	804
FBgn0259992	CG42489	3R	8653802	8654766	658
FBgn0263231	bel	3R	8654975	8660761	3970
FBgn0086679	p	3R	8660903	8670684	3297
FBgn0037606	CG8032	3R	8664115	8667772	2796
FBgn0037607	CG8036	3R	8667868	8673702	2748
FBgn0037608	mRpL19	3R	8674109	8675196	1036
FBgn0037609	Unc50	3R	8675283	8676613	1021
FBgn0037610	CG8043	3R	8676915	8678233	1254
FBgn0037611	CG11755	3R	8676915	8678955	946
FBgn0037613	Cks85A	3R	8712906	8718456	3024
FBgn0037612	CG8112	3R	8712933	8715263	2229
FBgn0037614	TMEM216	3R	8716243	8721320	2812
FBgn0037616	CG8136	3R	8721371	8723051	1620
FBgn0037617	nom	3R	8723174	8725357	1862
FBgn0037618	ouib	3R	8725479	8726730	1141
FBgn0037619	CG8159	3R	8726854	8728370	1328
FBgn0037620	ranshi	3R	8728367	8729693	1159
FBgn0037621	M1BP	3R	8729790	8731698	1519
FBgn0037622	CG8202	3R	8732091	8735837	3092
FBgn0037623	CG9801	3R	8735879	8747675	3659
FBgn0037624	Nasp	3R	8747798	8754104	2253
FBgn0037625	CG11768	3R	8749206	8768200	7452
FBgn0083971	CG34135	3R	8749206	8768191	7398
FBgn0037626	CG8236	3R	8769394	8771150	1562
FBgn0037627	CG13318	3R	8771246	8772691	1271
FBgn0046874	Pif1B	3R	8774286	8801176	9209
FBgn0261015	Pif1A	3R	8774286	8801176	9951
FBgn0053191	CG33191	3R	8778379	8779923	1545
FBgn0053189	CG33189	3R	8780113	8780789	677
FBgn0037630	Ir85a	3R	8794684	8796966	2139
FBgn0037632	CCT7	3R	8801564	8806234	1964
FBgn0037633	CG9839	3R	8803471	8805802	2186
FBgn0037634	hng2	3R	8806322	8807581	1207
FBgn0037635	CG9837	3R	8807679	8813579	2642
FBgn0286516	aqz	3R	8813490	8820682	6529
FBgn0040532	CG8369	3R	8822008	8822838	774
FBgn0037637	IscU	3R	8822849	8824177	955
FBgn0037638	CG8379	3R	8824411	8827279	2450
FBgn0262614	pyd	3R	8827068	8931896	15772
FBgn0003015	osk	3R	8935126	8938395	2869
FBgn0037643	ScsbetaA	3R	8938724	8943027	2282
FBgn0037644	CG11964	3R	8942954	8945020	1885
FBgn0286204	ich	3R	8950246	8963037	4569
FBgn0037646	CAHbeta	3R	8980860	8982793	1142
FBgn0037647	RagA-B	3R	8982732	8984315	1408
FBgn0027503	CG11970	3R	8984718	8990649	5607
FBgn0260243	E(var)3-9	3R	8990645	8992949	2136
FBgn0037648	CG11975	3R	8993253	8995212	1733
FBgn0051100	CG31100	3R	8995229	9003650	2688
FBgn0037650	CG11977	3R	8997697	8998678	857
FBgn0037652	CG11980	3R	9004017	9005331	1238
FBgn0026380	Prosbeta3	3R	9005313	9006226	914
FBgn0037653	Iru	3R	9006456	9008030	1575
FBgn0037654	CG11983	3R	9008321	9010274	1813
FBgn0037655	Kcmf1	3R	9010282	9014909	2989
FBgn0040534	Sf3b5	3R	9014972	9015341	370
FBgn0037656	CG11986	3R	9015446	9016822	1262
FBgn0264075	tgo	3R	9016773	9020022	3108
FBgn0002932	neur	3R	9020348	9039471	4309
FBgn0037657	hyx	3R	9038760	9042349	2479
FBgn0010222	Nmdmc	3R	9042508	9050555	1516
FBgn0014018	Rel	3R	9044183	9047977	3499
FBgn0028708	Mst85C	3R	9048645	9052231	1463
FBgn0037659	Kdm2	3R	9052495	9063245	5489
FBgn0037660	beag	3R	9063132	9065078	1882
FBgn0037661	Ada	3R	9065183	9066303	1121
FBgn0003165	pum	3R	9066343	9237682	11798
FBgn0037662	CG11997	3R	9177517	9179098	1525
FBgn0000412	D1	3R	9238083	9240654	1877
FBgn0260935	Vps15	3R	9240757	9245869	4542
FBgn0037664	CG8420	3R	9246649	9251431	2330
FBgn0037666	CR16735	3R	9253545	9254683	1139
FBgn0037667	CG16734	3R	9255052	9256731	1393
FBgn0037668	CG16736	3R	9256689	9257716	908
FBgn0037669	Ibf2	3R	9257727	9258501	708
FBgn0037670	Ibf1	3R	9258964	9260400	963
FBgn0037671	ATP6AP2	3R	9260638	9262590	1468
FBgn0037672	sage	3R	9262654	9264142	1428
FBgn0010803	TrpRS	3R	9265027	9266904	1683
FBgn0285911	Vps16A	3R	9267019	9270224	2741
FBgn0037678	CG16749	3R	9330885	9331885	873
FBgn0037679	Aduk	3R	9332064	9334714	2113
FBgn0037680	pasi2	3R	9335170	9337459	1748
FBgn0266410	drn	3R	9340216	9362994	8254
FBgn0263750	CG43675	3R	9355495	9359189	2964
FBgn0037683	CG18473	3R	9363305	9364838	1282
FBgn0037684	Srr	3R	9365398	9367763	1727
FBgn0000723	FER	3R	9367603	9394546	5437
FBgn0037685	Or85f	3R	9398190	9399551	1179
FBgn0083953	CG34117	3R	9399570	9400053	428
FBgn0037686	RpL34b	3R	9400237	9401226	927
FBgn0037687	CG8132	3R	9401495	9402618	1069
FBgn0037688	CG9356	3R	9402564	9404269	1578
FBgn0037689	CG8135	3R	9404385	9407857	2767
FBgn0260237	BBIP1	3R	9404385	9407857	2767
FBgn0265201	CG44261	3R	9407694	9408169	476
FBgn0003889	betaTub85D	3R	9408383	9410282	1841
FBgn0037690	Task7	3R	9410329	9412293	1727
FBgn0011740	alpha-Man-IIa	3R	9412548	9417264	4002
FBgn0261552	ps	3R	9417940	9455500	13660
FBgn0037696	GstZ1	3R	9455517	9456546	913
FBgn0037697	GstZ2	3R	9456815	9460652	2325
FBgn0037698	CG16779	3R	9461084	9493677	12531
FBgn0043791	phu	3R	9494801	9496723	1862
FBgn0014380	RhoL	3R	9497101	9502581	1412
FBgn0037700	CG8149	3R	9504656	9505865	1156
FBgn0267790	rump	3R	9505853	9510324	2358
FBgn0003205	Ras85D	3R	9510561	9513067	1958
FBgn0014022	Rlb1	3R	9513327	9514827	1444
FBgn0014023	mRpL47	3R	9514822	9515908	905
FBgn0037702	CG8176	3R	9516007	9527237	5116
FBgn0037703	Kdm3	3R	9516007	9520938	3186
FBgn0000244	by	3R	9528238	9533011	4774
FBgn0037705	mura	3R	9535625	9551806	7274
FBgn0037707	RnpS1	3R	9552034	9553747	1370
FBgn0037708	CG9386	3R	9553696	9555408	1652
FBgn0037709	BckdhA	3R	9555785	9557776	1750
FBgn0024833	AP-1mu	3R	9557712	9559525	1755
FBgn0027950	MBD-like	3R	9559760	9561533	1225
FBgn0037710	CG9393	3R	9561583	9563673	1589
FBgn0261049	Vps45	3R	9563924	9566092	2055
FBgn0037712	CG16789	3R	9566195	9569189	2734
FBgn0037713	CG16790	3R	9569074	9570214	1028
FBgn0037714	CG9396	3R	9570414	9571623	681
FBgn0037715	CG9399	3R	9571911	9574211	1410
FBgn0027338	Kap-alpha3	3R	9574484	9577733	2867
FBgn0037716	Son	3R	9578042	9581225	3125
FBgn0037717	CG8301	3R	9581306	9586648	3094
FBgn0053654	CG33654	3R	9582515	9583222	507
FBgn0037718	P58IPK	3R	9586942	9589581	2217
FBgn0037719	bocks	3R	9589468	9591002	1535
FBgn0037720	CG8312	3R	9591309	9625073	4218
FBgn0037721	CG9427	3R	9625157	9626930	961
FBgn0037722	CG8319	3R	9627321	9628676	1295
FBgn0005585	Calr	3R	9628691	9630851	1677
FBgn0037723	SpdS	3R	9631641	9633673	1705
FBgn0003334	Scm	3R	9633359	9637611	4069
FBgn0012344	Dh44	3R	9638182	9650706	2402
FBgn0287844	Dhc1	3R	9651179	9674643	14650
FBgn0037727	Nepl12	3R	9675523	9677778	2197
FBgn0037728	p23	3R	9677927	9679658	1120
FBgn0028997	nmdyn-D7	3R	9679939	9681502	1392
FBgn0037730	CG9444	3R	9681415	9684264	2062
FBgn0069242	eca	3R	9684469	9685476	946
FBgn0037731	CG18542	3R	9685760	9687141	1263
FBgn0260463	Unc-115b	3R	9687060	9692775	3984
FBgn0053105	p24-2	3R	9687402	9692794	3554
FBgn0052939	CG32939	3R	9693079	9694461	1264
FBgn0051352	Unc-115a	3R	9694386	9705417	4280
FBgn0037734	trbd	3R	9705996	9711037	3679
FBgn0278604	dmt	3R	9711142	9714675	3190
FBgn0002431	hyd	3R	9714623	9725615	9083
FBgn0003886	alphaTub85E	3R	9731221	9733250	1560
FBgn0037736	side-VII	3R	9734012	9739979	4429
FBgn0037737	Pnn	3R	9740899	9742844	1847
FBgn0085438	CG34409	3R	9742877	9746367	2214
FBgn0051415	CG31415	3R	9743517	9744662	720
FBgn0037739	CG12948	3R	9746167	9747744	1519
FBgn0005777	PpD3	3R	9747875	9751094	2509
FBgn0037741	Tti1	3R	9751088	9754686	3376
FBgn0037742	Rpt3R	3R	9754735	9756510	1452
FBgn0037743	Alg12	3R	9756491	9759313	2527
FBgn0286506	Mpi	3R	9759622	9761208	1410
FBgn0266720	Snap24	3R	9761305	9763150	1846
FBgn0037746	CG8478	3R	9763650	9766135	2281
FBgn0024330	MED6	3R	9766031	9768984	2121
FBgn0037747	Naa80	3R	9767834	9770027	1506
FBgn0037749	CG9471	3R	9770532	9771542	956
FBgn0037750	Whamy	3R	9771795	9774419	2184
FBgn0037751	topi	3R	9775121	9777943	2652
FBgn0261599	RpS29	3R	9778042	9779528	1007
FBgn0037753	CG12947	3R	9780064	9783054	1695
FBgn0002868	MtnA	3R	9783407	9784370	700
FBgn0037754	CG8500	3R	9784653	9789323	3500
FBgn0037755	CG12945	3R	9787816	9791221	3095
FBgn0037756	CG8507	3R	9791483	9793098	1384
FBgn0037757	CG8516	3R	9793295	9797754	3515
FBgn0037758	CG9467	3R	9797769	9801026	3180
FBgn0037759	CG8526	3R	9801280	9803461	2069
FBgn0037760	FBXO11	3R	9803486	9809368	5638
FBgn0037765	CG9458	3R	9818914	9819877	900
FBgn0262104	CG42857	3R	9820514	9821191	621
FBgn0037766	Teh1	3R	9826081	9868120	4539
FBgn0267336	Glut4EF	3R	9874681	9995364	15711
FBgn0287598	CG46467	3R	9874681	9988876	4308
FBgn0037770	Art4	3R	9982816	9986060	3071
FBgn0037772	Spn85F	3R	9997163	10000314	2299
FBgn0037773	CG5359	3R	9999771	10001276	1311
FBgn0053208	Mical	3R	10001554	10042895	16335
FBgn0051407	CG31407	3R	10022845	10025150	900
FBgn0027524	CG3909	3R	10043270	10044606	1102
FBgn0037777	CG11722	3R	10044596	10045542	770
FBgn0037778	mtTFB2	3R	10045574	10047260	1512
FBgn0037779	CG12811	3R	10047252	10048797	1002
FBgn0037780	ohgt	3R	10049199	10051527	2061
FBgn0037781	Fancl	3R	10051508	10052869	1248
FBgn0041105	nerfin-2	3R	10071117	10073761	2454
FBgn0028734	Fmr1	3R	10101420	10110121	4904
FBgn0037788	CAH7	3R	10112237	10120081	2376
FBgn0051477	ATPsynepsilonL	3R	10121773	10122320	490
FBgn0001321	knk	3R	10122365	10125664	2674
FBgn0004889	tws	3R	10126129	10139772	5059
FBgn0037792	TAF1B	3R	10140103	10144184	3504
FBgn0261817	CG42759	3R	10143070	10143483	359
FBgn0086359	Invadolysin	3R	10144668	10159134	3610
FBgn0085332	CG34303	3R	10151153	10151880	546
FBgn0037794	CG6254	3R	10159144	10161331	2006
FBgn0040238	Best1	3R	10161464	10170487	3314
FBgn0037796	CG12814	3R	10171156	10189603	2507
FBgn0004575	Syn	3R	10190689	10222442	5803
FBgn0025879	Timp	3R	10203875	10213007	1591
FBgn0037797	CG12420	3R	10222698	10223745	855
FBgn0261928	CG42795	3R	10225690	10251277	11033
FBgn0037801	CG3999	3R	10251518	10255268	3197
FBgn0037802	Sirt6	3R	10255349	10261849	1114
FBgn0040078	pont	3R	10262123	10263899	1659
FBgn0262617	Nuak	3R	10264306	10308467	13227
FBgn0037807	CG6293	3R	10307806	10311613	2601
FBgn0266717	Bruce	3R	10312039	10331353	15702
FBgn0037809	CG12818	3R	10331581	10332695	1001
FBgn0037810	sle	3R	10333115	10338265	4875
FBgn0037811	CG12592	3R	10338342	10340872	2407
FBgn0037812	CG18545	3R	10340949	10341668	660
FBgn0051406	CG31406	3R	10348761	10350010	1010
FBgn0015396	jumu	3R	10350182	10361612	3860
FBgn0020379	Rfx	3R	10361760	10378068	5557
FBgn0259938	cwo	3R	10388258	10400752	5092
FBgn0045443	mthl11	3R	10401032	10402966	1630
FBgn0037814	CG6325	3R	10402967	10407285	3628
FBgn0024957	Irp-1B	3R	10408618	10412869	2901
FBgn0037815	Rrp46	3R	10413301	10414242	819
FBgn0037816	CG6345	3R	10414218	10416046	1829
FBgn0037817	Cyp12e1	3R	10434789	10436704	1621
FBgn0037819	Phyhd1	3R	10677737	10680925	1165
FBgn0262717	Skel	3R	10686943	10696270	5370
FBgn0020385	pug	3R	10696534	10703316	3481
FBgn0037822	CG14683	3R	10696647	10698976	1507
FBgn0287589	CG46459	3R	10696647	10698976	1507
FBgn0051391	CG31391	3R	10703372	10705075	1704
FBgn0051467	CG31467	3R	10705170	10706863	1694
FBgn0037824	CG14684	3R	10706974	10707460	487
FBgn0051278	CG31278	3R	10707398	10708340	883
FBgn0004841	TkR86C	3R	10737592	10751228	3223
FBgn0051272	CG31272	3R	10756296	10759398	2102
FBgn0051390	MED7	3R	10760071	10761032	901
FBgn0037831	Cap-H2	3R	10761310	10766756	4087
FBgn0010421	TfIIFbeta	3R	10766622	10767804	1118
FBgn0266446	CG45076	3R	10768001	10777374	3347
FBgn0261380	mRpL37	3R	10782563	10784092	1356
FBgn0260944	Rbp1	3R	10784383	10786465	1528
FBgn0037834	Art1	3R	10786481	10788226	1528
FBgn0017577	Mcm5	3R	10788524	10791150	2452
FBgn0037835	CG14687	3R	10792904	10793643	740
FBgn0037836	CG14692	3R	10794058	10803955	8671
FBgn0037837	CG14693	3R	10811581	10815047	2630
FBgn0037838	TTLL15	3R	10815288	10817490	2022
FBgn0261053	Cad86C	3R	10827079	10849030	7321
FBgn0259740	CG42394	3R	10849825	10851788	634
FBgn0037841	CG4565	3R	10852724	10853644	866
FBgn0037842	CG6567	3R	10853374	10854451	1017
FBgn0037843	CG4511	3R	10854501	10856412	1503
FBgn0037844	CG4570	3R	10856807	10858066	1260
FBgn0037845	CG14694	3R	10858202	10859813	1369
FBgn0037846	CG6574	3R	10860531	10862988	1962
FBgn0267376	SelR	3R	10863355	10868642	3121
FBgn0037848	Tsp86D	3R	10868708	10870555	1791
FBgn0011768	Fdh	3R	10870906	10872381	1337
FBgn0037849	CG4596	3R	10873038	10875582	2357
FBgn0022359	Sodh2	3R	10876384	10878257	1346
FBgn0037850	CG14695	3R	10878204	10879319	1116
FBgn0037852	Tpc1	3R	10879572	10882188	2161
FBgn0037853	CG14696	3R	10882433	10885001	1642
FBgn0037856	Leash	3R	10885540	10896418	3180
FBgn0042094	Ak3	3R	10887345	10889588	1522
FBgn0037855	CG6621	3R	10889768	10893531	3115
FBgn0083950	side-VI	3R	10972381	11050175	7339
FBgn0040256	Ugt35C1	3R	11126597	11128328	1671
FBgn0040251	Ugt302K1	3R	11151026	11153849	2556
FBgn0040257	Ugt302E1	3R	11154626	11156513	1595
FBgn0040259	Ugt302C1	3R	11157098	11159744	1994
FBgn0027584	CG4757	3R	11161207	11163498	2098
FBgn0040253	Ugt35E1	3R	11164423	11166074	1584
FBgn0040255	Ugt35E2	3R	11166177	11167981	1739
FBgn0026314	Ugt35B1	3R	11168503	11170246	1672
FBgn0026315	Ugt35A1	3R	11170817	11172664	1781
FBgn0040250	Ugt304A1	3R	11173441	11175408	1737
FBgn0040252	Ugt303A1	3R	11175529	11177910	2032
FBgn0037870	CG18577	3R	11196092	11197285	810
FBgn0261808	cu	3R	11197592	11208633	3253
FBgn0037873	SdhC	3R	11208887	11209849	906
FBgn0037874	Tctp	3R	11210247	11211898	1652
FBgn0037875	ZnT86D	3R	11212308	11214539	2003
FBgn0086472	RpS25	3R	11215028	11216287	857
FBgn0037876	CG4820	3R	11216535	11217898	1187
FBgn0037877	CG6689	3R	11217898	11220064	1909
FBgn0037878	CG6693	3R	11220268	11221639	1372
FBgn0020910	RpL3	3R	11221894	11225173	2231
FBgn0037879	scpr-C	3R	11225520	11226681	1109
FBgn0037880	CG17726	3R	11226762	11228227	1409
FBgn0037881	GCC88	3R	11228158	11230600	2322
FBgn0037882	CG17187	3R	11230617	11231879	1263
FBgn0037883	Dph3	3R	11231912	11232539	487
FBgn0037884	Arfip	3R	11232429	11235013	2004
FBgn0037885	CG17721	3R	11235140	11236077	880
FBgn0051441	CG31441	3R	11236286	11237624	1223
FBgn0051388	CG31388	3R	11237815	11240114	1562
FBgn0037889	scpr-A	3R	11241183	11242120	873
FBgn0037890	CG17734	3R	11242208	11243999	1317
FBgn0037891	CG5214	3R	11244302	11246862	1817
FBgn0004595	pros	3R	11328480	11407627	24892
FBgn0026063	KP78b	3R	11346294	11353131	4988
FBgn0026064	KP78a	3R	11346294	11353131	4988
FBgn0037892	mRpL40	3R	11407918	11408756	716
FBgn0264694	mgr	3R	11408792	11409875	946
FBgn0011774	Irbp	3R	11410047	11412440	2149
FBgn0037894	Ipo9	3R	11412522	11416142	3311
FBgn0037896	ninaG	3R	11419376	11421693	1937
FBgn0037897	Sptz	3R	11422092	11429969	7465
FBgn0037898	Dtd	3R	11430061	11430762	528
FBgn0037899	RpL24-like	3R	11430740	11431582	773
FBgn0037900	CG5276	3R	11431738	11433543	1752
FBgn0037901	Exd2	3R	11433488	11435703	1947
FBgn0037902	CG5281	3R	11435850	11437523	1613
FBgn0051374	sals	3R	11437547	11451791	3720
FBgn0046225	CG17230	3R	11437785	11467372	3785
FBgn0037906	PGRP-LB	3R	11452849	11460552	1775
FBgn0053512	dpr4	3R	11533483	11542949	2994
FBgn0037911	CG10898	3R	11557776	11559877	1969
FBgn0037912	sea	3R	11559896	11567054	1949
FBgn0037913	fabp	3R	11559896	11567054	2302
FBgn0263316	Mrp4	3R	11569250	11575937	4726
FBgn0037915	CG6790	3R	11575901	11578745	2783
FBgn0037916	CG5342	3R	11578826	11581476	2601
FBgn0037917	wkd	3R	11581576	11585305	2383
FBgn0037918	CG6791	3R	11585354	11590146	4451
FBgn0051363	Jupiter	3R	11590386	11619906	2522
FBgn0037920	CG14710	3R	11620090	11621728	1458
FBgn0037921	Zaf1	3R	11621466	11625644	3138
FBgn0037922	CG14711	3R	11623339	11624948	1319
FBgn0037923	CG6813	3R	11625051	11626638	1387
FBgn0042205	CG18764	3R	11626889	11628452	1378
FBgn0037924	CG14712	3R	11628759	11633206	4250
FBgn0262081	Csk	3R	11633278	11650706	5985
FBgn0037926	Elp1	3R	11650971	11655691	4315
FBgn0259227	CG42327	3R	11656149	11673974	5541
FBgn0037930	CG14715	3R	11674221	11674923	640
FBgn0037931	CG18476	3R	11674920	11678116	2946
FBgn0011290	Taf12	3R	11678386	11679690	1234
FBgn0037933	Ho	3R	11679743	11680976	1123
FBgn0037934	CG6830	3R	11680972	11684342	2781
FBgn0037935	CG6834	3R	11684672	11688133	2886
FBgn0037936	CG6908	3R	11688381	11690051	1439
FBgn0042110	CG18765	3R	11690386	11691799	1241
FBgn0037937	Fer3	3R	11693410	11694311	836
FBgn0265271	CG14717	3R	11696509	11698327	1819
FBgn0037939	CG14718	3R	11700614	11702720	2107
FBgn0037941	CG12594	3R	11721734	11732479	3469
FBgn0037942	CG14721	3R	11735447	11736877	1311
FBgn0002906	Blm	3R	11736810	11741783	4806
FBgn0037943	CG14722	3R	11741890	11744027	2063
FBgn0037944	CG6923	3R	11744229	11750029	5196
FBgn0262364	CG43062	3R	11750333	11750916	584
FBgn0017581	Lk6	3R	11750931	11764457	6807
FBgn0265276	l(3)neo38	3R	11765038	11779128	6563
FBgn0037949	prd1	3R	11781131	11787014	5206
FBgn0037950	HisCl1	3R	11787176	11789393	1872
FBgn0025802	Sbf	3R	11789293	11796948	6782
FBgn0051116	ClC-a	3R	11797244	11813207	5892
FBgn0259139	glo	3R	11815206	11819420	2372
FBgn0019624	COX5A	3R	11819359	11820299	796
FBgn0037955	Kyat	3R	11820381	11822493	1873
FBgn0037956	CG6959	3R	11822702	11869460	3050
FBgn0003312	sad	3R	11877235	11879754	1773
FBgn0037958	CG6962	3R	11879702	11882534	2492
FBgn0051368	CG31368	3R	11882790	11892382	4630
FBgn0037960	mthl5	3R	11883938	11887168	1952
FBgn0037962	Dnali1	3R	11892306	11893297	939
FBgn0037963	Cad87A	3R	11893512	11949129	7255
FBgn0085336	CG34307	3R	11897582	11898419	718
FBgn0037964	CG14731	3R	11931262	11933640	2062
FBgn0051211	CG31211	3R	11949680	11954038	2927
FBgn0013275	Hsp70Aa	3R	11954163	11956544	2382
FBgn0013276	Hsp70Ab	3R	11958535	11960909	2375
FBgn0260741	CG3281	3R	11960883	11962805	1870
FBgn0000147	aurA	3R	11963124	11964826	1577
FBgn0260742	CG12213	3R	11964674	11967691	2841
FBgn0260743	GC1	3R	11967708	11971686	1658
FBgn0260744	Tango9	3R	11971007	11974910	3673
FBgn0037972	CG10005	3R	11975156	11977197	1171
FBgn0037973	CG18547	3R	11978574	11980390	1131
FBgn0037974	CG12224	3R	11980704	11982062	1147
FBgn0037975	CG3397	3R	11983098	11984541	1187
FBgn0260745	mfas	3R	11984862	11993315	3518
FBgn0260746	Ect3	3R	11999278	12003516	2236
FBgn0037978	KLHL18	3R	12007476	12010434	2652
FBgn0037979	GCC185	3R	12010772	12015059	4040
FBgn0037980	DCAF12	3R	12014943	12017031	1897
FBgn0037981	Spt3	3R	12017156	12018550	1395
FBgn0051358	CG31358	3R	12027736	12031757	3625
FBgn0037988	CG14740	3R	12061070	12062944	1600
FBgn0037989	ATP8B	3R	12068375	12090612	7379
FBgn0051361	dpr17	3R	12094876	12111420	4475
FBgn0261714	Cpn	3R	12162887	12166186	2853
FBgn0037998	Cog1	3R	12213792	12219686	4839
FBgn0037997	CG14742	3R	12214501	12215659	612
FBgn0037999	CG4860	3R	12219881	12221464	1393
FBgn0003651	svp	3R	12258737	12302785	5595
FBgn0038012	CG10013	3R	12323521	12325210	1690
FBgn0038013	CG10038	3R	12348987	12350644	1212
FBgn0038014	CG10041	3R	12350815	12352103	976
FBgn0038016	MBD-R2	3R	12352143	12356265	3864
FBgn0038017	CG4115	3R	12360008	12363255	1115
FBgn0042206	GstD10	3R	12364776	12365735	876
FBgn0038020	GstD9	3R	12366163	12367564	786
FBgn0001149	GstD1	3R	12367817	12369268	843
FBgn0010038	GstD2	3R	12371971	12372704	734
FBgn0010039	GstD3	3R	12373068	12373813	746
FBgn0010040	GstD4	3R	12374100	12374824	725
FBgn0010041	GstD5	3R	12375733	12376572	840
FBgn0010042	GstD6	3R	12377128	12377907	780
FBgn0010043	GstD7	3R	12378500	12379255	756
FBgn0010044	GstD8	3R	12380008	12380815	808
FBgn0038029	GstD11	3R	12383336	12385624	1121
FBgn0085431	Sol1	3R	12386249	12402902	2277
FBgn0038032	CG10096	3R	12390166	12395980	5233
FBgn0038033	CG10097	3R	12390166	12395980	5233
FBgn0038034	Cyp9f3	3R	12396007	12398929	2039
FBgn0286075	DNAlig3	3R	12399011	12401839	2604
FBgn0038037	Cyp9f2	3R	12403340	12406028	1758
FBgn0038038	CG5167	3R	12406532	12408107	1576
FBgn0038039	CG5196	3R	12408316	12411768	2180
FBgn0000455	Dip-C	3R	12411809	12413759	1951
FBgn0082831	pps	3R	12413828	12421251	6730
FBgn0038042	Scgbeta	3R	12421236	12422429	1194
FBgn0038043	CG17202	3R	12422768	12423606	777
FBgn0004103	Pp1-87B	3R	12423621	12425917	2203
FBgn0038045	NANS	3R	12426578	12427877	1194
FBgn0038046	CG5641	3R	12427795	12429282	1365
FBgn0038047	CG5245	3R	12429560	12431235	1623
FBgn0086134	Prosalpha2	3R	12431321	12432556	920
FBgn0029512	Aos1	3R	12432533	12433822	1167
FBgn0038049	Srlp	3R	12434098	12435643	1355
FBgn0043043	Desat2	3R	12436248	12437857	1357
FBgn0038051	CG17207	3R	12437817	12439139	1323
FBgn0286930	CG46427	3R	12437817	12439139	1323
FBgn0086687	Desat1	3R	12439600	12447616	2488
FBgn0286507	vrs	3R	12447653	12449046	1328
FBgn0038053	CG18549	3R	12449296	12456355	2004
FBgn0038054	CG5509	3R	12452464	12453196	733
FBgn0038055	trus	3R	12456573	12458444	1746
FBgn0038056	CG5961	3R	12458421	12460294	1694
FBgn0038057	Polr3C	3R	12460414	12462418	1652
FBgn0038058	CG5608	3R	12462562	12465298	2244
FBgn0013277	Hsp70Ba	3R	12465453	12467776	2324
FBgn0051354	Hsp70Bbb	3R	12502510	12504856	2347
FBgn0267866	CR46154	3R	12504977	12505250	274
FBgn0013278	Hsp70Bb	3R	12505793	12508139	2347
FBgn0267867	CR46155	3R	12508260	12508533	274
FBgn0013279	Hsp70Bc	3R	12509076	12511461	2386
FBgn0250910	Octbeta3R	3R	12511570	12548229	6101
FBgn0028374	Hug	3R	12526188	12529076	1033
FBgn0038063	Octbeta2R	3R	12550625	12595725	7519
FBgn0005671	Vha55	3R	12623762	12627829	2786
FBgn0038065	Snx3	3R	12628031	12630495	1860
FBgn0260444	Not10	3R	12630647	12633188	2189
FBgn0042207	CG18530	3R	12633359	12634670	1188
FBgn0038067	CG11598	3R	12634917	12636283	1248
FBgn0038068	CG11600	3R	12636540	12637976	1330
FBgn0038069	CG11608	3R	12638481	12640033	1379
FBgn0038070	CG6753	3R	12640163	12642482	1774
FBgn0038071	Dtg	3R	12648058	12652910	2464
FBgn0038073	CG14395	3R	12662831	12673959	4562
FBgn0038074	Gnmt	3R	12674608	12676084	990
FBgn0263621	CG43630	3R	12676010	12676260	251
FBgn0026207	mbo	3R	12676487	12679052	2566
FBgn0001296	kar	3R	12682186	12689367	2678
FBgn0005355	Su(fu)	3R	12689873	12691468	1596
FBgn0051347	CG31347	3R	12691733	12692597	865
FBgn0011745	Arp1	3R	12691743	12694232	1469
